W 100 St & Manhattan Ave,40.795,-73.9645
Columbus Ave & W 95 St,40.7919557,-73.968087
Park Ave & St Edwards St,40.69608941,-73.97803415
Marcy Ave & Lafayette Ave,40.6900815,-73.947915
W 41 St & 8 Ave,40.75640548,-73.9900262
Fulton St & William St,40.70955958,-74.00653609
Lewis Ave & Madison St,40.686312,-73.935775
2 Ave  & E 104 St,40.7892105,-73.94370784
FDR Drive & E 35 St,40.744219,-73.97121214
E 84 St & 1 Ave,40.77565541,-73.95068615
Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108
E 60 St & York Ave,40.759107,-73.959223
3 Ave & E 72 St,40.7699426,-73.96060712
Kent Ave & N 7 St,40.72057658,-73.96150225
Halsey St & Tompkins Ave,40.6823687,-73.944118
Columbus Ave & W 103 St,40.7969347,-73.96434123
E 81 St & Park Ave,40.77677702,-73.9590097
3 St & Hoyt St,40.6777287,-73.99364123
E 7 St & Avenue A,40.72621788,-73.98379855
Lexington Ave & E 24 St,40.74025878,-73.98409214
Amsterdam Ave & W 73 St,40.77966809,-73.98093045
Mott St & Prince St,40.72317958,-73.99480012
Columbus Ave & W 72 St,40.7770575,-73.97898475
6 Ave & Canal St,40.72243797,-74.00566443
Howard St & Centre St,40.71910537,-73.99973337
E 51 St & Lexington Ave,40.75714758,-73.97207836
Dixon Mills,40.72163014,-74.04996783
Greene Ave & Nostrand Ave,40.6883337,-73.950916
Pike St & E Broadway,40.71406667,-73.99293911
W 27 St & 10 Ave,40.75018156,-74.00218427
7 Ave & Park Pl,40.6776147,-73.97324283
Peck Slip & Front St,40.707873,-74.00167
Allen St & Rivington St,40.72019576,-73.98997825
Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416
Lexington Ave & E 29 St,40.74311555,-73.98215353
Broadway & Whipple St,40.7016657,-73.9437303
Putnam Ave & Nostrand Ave,40.68402,-73.94977
Soissons Landing,40.69231661,-74.01486576
Pike St & Monroe St,40.71173107,-73.99193043
Prospect Park West & 8 St,40.66514682,-73.97637606
E 23 St & 1 Ave,40.736502,-73.97809472
E 53 St & Lexington Ave,40.75828065,-73.97069431
Bike The Branches - Red Hook Branch,40.67534953,-74.01002035
E 14 St & Avenue B,40.72938685,-73.97772429
Allen St & Stanton St,40.722055,-73.989111
Tompkins Ave & Hopkins St,40.69957608,-73.94708417
8 Ave & W 31 St N,40.75096735,-73.99444208
University Pl & E 8 St,40.73143724,-73.99490342
West St & Chambers St,40.71754834,-74.01322069
Clinton St & Grand St,40.71559509,-73.9870295
