stationname,latitude,longitude
E 78 St & 2 Ave,40.7728,-73.9558
Central Park West & W 68 St,40.7734,-73.9778
E 76 St & Park Ave,40.7738,-73.9622
E 80 St & 2 Ave,40.7739,-73.9544
W 64 St & West End Ave,40.7745,-73.9875
Amsterdam Ave & W 66 St,40.7747,-73.9847
W 67 St & Broadway,40.7749,-73.9827
East End Ave & E 86 St,40.7752,-73.9445
E 85 St & York Ave,40.7754,-73.948
E 81 St & 3 Ave,40.7757,-73.9568
E 84 St & 1 Ave,40.7757,-73.9507
Central Park West & W 72 St,40.7758,-73.9762
5 Ave & E 78 St,40.7763,-73.9643
E 81 St & Park Ave,40.7768,-73.959
Columbus Ave & W 72 St,40.7771,-73.979
W 70 St & Amsterdam Ave,40.7775,-73.9829
Riverside Blvd & W 67 St,40.7775,-73.9889
E 89 St & York Ave,40.7779,-73.946
E 85 St & 3 Ave,40.778,-73.9541
Madison Ave & E 82 St,40.7781,-73.9607
E 88 St & 1 Ave,40.7783,-73.9488
E 84 St & Park Ave,40.7786,-73.9577
W 74 St & Columbus Ave,40.7786,-73.9775
Central Park West & W 76 St,40.779,-73.9737
Amsterdam Ave & W 73 St,40.7797,-73.9809
W 76 St & Columbus Ave,40.7802,-73.9773
Riverside Dr & W 72 St,40.7806,-73.9856
E 89 St & 3 Ave,40.7806,-73.9522
E 91 St & 2 Ave,40.7811,-73.9497
E 88 St & Park Ave,40.7814,-73.956
1 Ave & E 94 St,40.7817,-73.9459
E 93 St & 2 Ave,40.7825,-73.9489
W 82 St & Central Park West,40.7828,-73.9714
Amsterdam Ave & W 79 St,40.7829,-73.9787
5 Ave & E 88 St,40.7831,-73.9594
W 78 St & Broadway,40.7834,-73.9809
E 91 St & Park Ave,40.7835,-73.9553
2 Ave & E 96 St,40.784,-73.9472
Riverside Dr & W 78 St,40.7841,-73.9836
Central Park West & W 85 St,40.7847,-73.9696
E 95 St & 3 Ave,40.7849,-73.9505
W 84 St & Columbus Ave,40.785,-73.9728
Amsterdam Ave & W 82 St,40.7852,-73.9767
5 Ave & E 93 St,40.7858,-73.9575
E 97 St & 3 Ave,40.7859,-73.9486
2 Ave & E 99 St,40.7863,-73.9455
W 84 St & Broadway,40.7868,-73.9771
E 102 St & 1 Ave,40.787,-73.9416
Riverside Dr & W 82 St,40.7872,-73.9813
3 Ave & E 100 St,40.7877,-73.9473
E 97 St & Madison Ave,40.7878,-73.9536
W 89 St & Columbus Ave,40.7882,-73.9704
W 87 St  & Amsterdam Ave,40.7884,-73.9747
2 Ave  & E 104 St,40.7892,-73.9437
E 106 St & 1 Ave,40.7893,-73.9396
Madison Ave & E 99 St,40.7895,-73.9524
W 90 St & Amsterdam Ave,40.7902,-73.9729
E 103 St & Lexington Ave,40.7903,-73.9476
W 88 St & West End Ave,40.7903,-73.9772
E 102 St & Park Ave,40.7905,-73.9503
Central Park W & W 96 St,40.7913,-73.9648
Riverside Dr & W 89 St,40.7918,-73.9786
E 106 St & Lexington Ave,40.792,-73.946
Columbus Ave & W 95 St,40.792,-73.9681
W 92 St & Broadway,40.7921,-73.9739
5 Ave & E 103 St,40.7923,-73.9525
1 Ave & E 110 St,40.7923,-73.9383
Riverside Dr & W 91 St,40.7931,-73.977
E 109 St & 3 Ave,40.7933,-73.9432
E 106 St & Madison Ave,40.7934,-73.9495
Central Park West & W 100 St,40.7934,-73.9636
W 95 St & Broadway,40.7938,-73.9719
West End Ave & W 94 St,40.7942,-73.9741
E 114 St & 1 Ave,40.7946,-73.9363
Pleasant Ave & E 116 St,40.795,-73.9333
W 100 St & Manhattan Ave,40.795,-73.9645
Central Park West & W 102 St,40.7953,-73.9619
Lexington Ave & E 111 St,40.7954,-73.9441
3 Ave & E 112 St,40.7955,-73.9416
E 110 St & Madison Ave,40.7962,-73.9478
E 116 St & 2 Ave,40.7969,-73.9373
Columbus Ave & W 103 St,40.7969,-73.9643
W 100 St & Broadway,40.7974,-73.9704
E 115 St & Lexington Ave,40.7979,-73.9423
W 106 St & Central Park West,40.7982,-73.9606
E 115 St & Madison Ave,40.7989,-73.9448
W 104 St & Amsterdam Ave,40.799,-73.9662
E 118 St & 3 Ave,40.7991,-73.9389
Central Park North & Adam Clayton Powell Blvd,40.7995,-73.9556
W 107 St & Columbus Ave,40.7998,-73.9621
E 118 St & Park Ave,40.8005,-73.942
2 Ave & E 122 St,40.8007,-73.9349
W 106 St & Amsterdam Ave,40.8008,-73.9664
Lenox Ave & W 115 St,40.8012,-73.9501
Lexington Ave & E 120 St,40.8013,-73.9398
Riverside Dr & W 104 St,40.8013,-73.9711
E 118 St & Madison Ave,40.8015,-73.9443
Frederick Douglass Blvd & W 112 St,40.8017,-73.9571
West End Ave & W 107 St,40.8021,-73.9682
Adam Clayton Powell Blvd & W 115 St,40.8025,-73.9532
W 110 St & Amsterdam Ave,40.8027,-73.963
E 123 St & Lexington Ave,40.8029,-73.9379
Madison Ave & E 120 St,40.803,-73.943
Mt Morris Park W & W 120 St,40.804,-73.9459
Cathedral Pkwy & Broadway,40.8042,-73.967
Park Ave & E 124 St,40.8046,-73.9397
W 113 St & Broadway,40.806,-73.9649
Adam Clayton Powell Blvd & W 123 St,40.8078,-73.9494
W 116 St & Broadway,40.8082,-73.9641
Lenox Ave & W 126 St,40.8084,-73.9452
Amsterdam Ave & W 119 St,40.8086,-73.9596
St Nicholas Ave & Manhattan Ave,40.8097,-73.9531
Morningside Ave & W 123 St,40.81,-73.9552
Lenox Ave & W 130 St,40.8108,-73.9431
St. Nicholas Ave & W 126 St,40.8114,-73.9519
Broadway & W 122 St,40.8121,-73.9613
Frederick Douglass Blvd & W 129 St,40.8126,-73.9492
Amsterdam Ave & W 125 St,40.8134,-73.9565
Broadway & Moylan Pl,40.8143,-73.959
